review_text,aspect_triplets,new_triplets,reasoning
Fiyatlar yuksek ama verdiginiz paraya degiyo,"[('', 'RESTAURANT#GENERAL', 'positive'), ('Fiyatlar', 'RESTAURANT#PRICES', 'negative')]","[['Fiyatlar', 'RESTAURANT#PRICES', 'conflict']]","Fiyatlar yüksek (negative) ama değiyor (positive), bu yüzden conflict."
"Fiyatlar yüksek ama gerçek boğazda balığın bedeli var, ambians ve konum dolayısı ile fiyatlara laf söylemek doğru değil.","[('konum', 'LOCATION#GENERAL', 'positive'), ('ambians', 'AMBIENCE#GENERAL', 'positive'), ('Fiyatlar', 'RESTAURANT#PRICES', 'neutral')]","[['konum', 'LOCATION#GENERAL', 'positive'], ['ambians', 'AMBIENCE#GENERAL', 'positive'], ['Fiyatlar', 'RESTAURANT#PRICES', 'neutral']]",Mevcut etiketler review'daki duyguları doğru yansıtıyor; eksik veya hatalı yok.
Fiyatlari gercekten pahali fakat kaliteli ve hos bir mekan ariyorsaniz kesinlikle tercih edilebilir.,"[('Fiyatlari', 'RESTAURANT#PRICES', 'negative'), ('mekan', 'RESTAURANT#GENERAL', 'positive')]",[],JSON_ERROR: Unterminated string starting at: line 2 column 78 (char 79)
Fiyatları gayet uygun olan yer bulmanın bir o kadar zor olduğu şirin bir dükkandan buralara kadar kısa bir sürede gelmiş bir mekanımızdır.,"[('dükkandan', 'AMBIENCE#GENERAL', 'positive'), ('Fiyatları', 'RESTAURANT#PRICES', 'positive')]","[['dükkandan', 'AMBIENCE#GENERAL', 'positive'], ['Fiyatları', 'RESTAURANT#PRICES', 'positive']]",Fiyatlar uygun ve şirin bir dükkan olumlu; başka aspect yok.
Fiyatları makul.,"[('Fiyatları', 'RESTAURANT#PRICES', 'positive')]","[['Fiyatları', 'RESTAURANT#PRICES', 'positive']]",Metin 'makul' ile fiyatları olumlu değerlendiriyor.
Fırında makarnasını denedim ama çok beğendiğimi söyleyemeyeceğim.,"[('Fırında makarnasını', 'FOOD#QUALITY', 'negative')]","[['Fırında makarnasını', 'FOOD#QUALITY', 'negative']]",Baked pasta not liked; explicit negative sentiment.
"Fıstıklı peynirli meze, buraya özel bir lezzet.","[('Fıstıklı peynirli meze', 'FOOD#QUALITY', 'positive')]","[['Fıstıklı peynirli meze', 'FOOD#QUALITY', 'positive']]","Doğrudan metinde olumlu ifade var, mevcut etiket doğru."
Fıstıklı tatlılar idare eder.,"[('Fıstıklı tatlılar', 'FOOD#QUALITY', 'neutral')]","[['Fıstıklı tatlılar', 'FOOD#QUALITY', 'neutral']]","Review states 'idare eder', meaning acceptable, so neutral sentiment is appropriate."
Galata cevresinde zeytinyagli veya ev yemegivari yiyebilecegimiz nadir yerlerden oldugu icin tercih ediyorduk.,"[('zeytinyagli veya ev yemegivari', 'FOOD#QUALITY', 'positive')]","[['zeytinyagli veya ev yemegivari', 'FOOD#QUALITY', 'positive']]",Review implies positive food quality at this rare place.
"Garson arkadaşlar, mekanın manzarası, hizmet şahane ama lezzet adına söyleyebileceğim çok şey yok.","[('mekanın manzarası', 'AMBIENCE#GENERAL', 'positive'), ('lezzet', 'FOOD#QUALITY', 'negative'), ('Garson arkadaşlar', 'SERVICE#GENERAL', 'positive'), ('hizmet', 'SERVICE#GENERAL', 'positive')]",[],JSON_ERROR: Unterminated string starting at: line 8 column 16 (char 249)
Garsonlar TV izlemekten size bakmiyor.,"[('Garsonlar', 'SERVICE#GENERAL', 'negative')]","[['Garsonlar', 'SERVICE#GENERAL', 'negative']]",Garsonlar TV izlemekten bakmıyor ifadesi servis kalitesine olumsuz yansıyor.
Garsonlar biraz daha güler yüxlü olabilir.,"[('Garsonlar', 'SERVICE#GENERAL', 'negative')]","[['Garsonlar', 'SERVICE#GENERAL', 'negative']]","Doğrudan garsonların güler yüzlü olmadığını belirtiyor, olumsuz."
"Garsonlar ilgili, yemekler güzel","[('yemekler', 'FOOD#QUALITY', 'positive'), ('Garsonlar', 'SERVICE#GENERAL', 'positive')]","[['Garsonlar', 'SERVICE#GENERAL', 'positive'], ['yemekler', 'FOOD#QUALITY', 'positive']]",Both aspects clearly present in review with positive sentiment.
Garsonlar ilgisiz çayları kötü.,"[('Garsonlar', 'SERVICE#GENERAL', 'negative'), ('çayları', 'DRINKS#QUALITY', 'negative')]","[['Garsonlar', 'SERVICE#GENERAL', 'negative'], ['çayları', 'DRINKS#QUALITY', 'negative']]",Existing labels directly reflect the text: 'ilgisiz' for garsonlar (negative service) and 'kötü' for çayları (negative drink quality).
Garsonlar istediginiz seyi en az iki kere istemeden maalesef getirmiyorlar.,"[('Garsonlar', 'SERVICE#GENERAL', 'negative')]","[['Garsonlar', 'SERVICE#GENERAL', 'negative']]","Garsonlar siparişleri getirmekte yavaş/isteksiz, bu servis kalitesini olumsuz etkiliyor."
Garsonlar iyi.,"[('Garsonlar', 'SERVICE#GENERAL', 'positive')]","[['Garsonlar', 'SERVICE#GENERAL', 'positive']]",Direct expression 'iyi' confirms positive sentiment for waiters.
Garsonlar suratsiz.,"[('Garsonlar', 'SERVICE#GENERAL', 'negative')]","[['Garsonlar', 'SERVICE#GENERAL', 'negative']]",Doğrudan 'suratsiz' ifadesiyle garsonlar için negatif servis yorumu.
Garsonlarından aşçılarına kadar çok iyiler burada yediğiniz yemekler ve tabakların taklidi bulabilirsiniz ama bu tadı başka yerde bulamazsınız kardeşler keep calm and eat from Happy Moons,"[('tadı', 'FOOD#QUALITY', 'positive'), ('Garsonlarından', 'SERVICE#GENERAL', 'positive')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
Garsonu bu kadar uyardigimizda ise sadece iletirim dedi.,"[('Garsonu', 'SERVICE#GENERAL', 'negative')]","[['Garsonu', 'SERVICE#GENERAL', 'negative']]","Müşteri uyarılarına rağmen garson sadece ileteceğini söyledi, bu olumsuz hizmet."
Gayet kullanışlı ve uygun.,"[('', 'RESTAURANT#GENERAL', 'positive')]","[['', 'RESTAURANT#GENERAL', 'positive']]","Kullanışlı ve uygun ifadesi genel memnuniyet belirtir, restoran geneli pozitif."
Gayet lezzetliydi.,"[('', 'FOOD#QUALITY', 'positive')]","[['', 'FOOD#QUALITY', 'positive']]","Direct praise of taste, positive sentiment."
"Gece, gündüz, her zaman için öneririm.","[('', 'RESTAURANT#GENERAL', 'positive')]","[['', 'RESTAURANT#GENERAL', 'positive']]",Review expresses general recommendation; no specific aspect mentioned.
Gelen kahveler de maalesef sogumustu.,"[('kahveler', 'DRINKS#QUALITY', 'negative')]","[['kahveler', 'DRINKS#QUALITY', 'negative']]","Mevcut etiket doğru, kahvelerin soğumuş olması olumsuz."
Gelen tavuk Wrapten 5 dakika sonra biz kofte durum istememize ragmen tavuk sis dürümu geldi durumu soyledik ve degistirdiler.,"[('kofte durum', 'SERVICE#GENERAL', 'negative')]",[],JSON_ERROR: Unterminated string starting at: line 2 column 59 (char 60)
Genel olarak mekan şirin.,"[('mekan', 'AMBIENCE#GENERAL', 'positive')]","[['mekan', 'AMBIENCE#GENERAL', 'positive']]",Mevcut etiket doğru; 'şirin' ambiansı pozitif tanımlar.
Genelde çok kalabalik oldugu için de servis kosturmaca içinde yapiliyor.,"[('servis', 'SERVICE#GENERAL', 'negative')]","[['servis', 'SERVICE#GENERAL', 'negative']]","Kalabalık nedeniyle servis acele yapılıyor, olumsuz."
Genelde ürünler lezzetli ve fiyat da uygun .,"[('ürünler', 'FOOD#QUALITY', 'positive'), ('fiyat', 'FOOD#PRICES', 'positive')]","[['ürünler', 'FOOD#QUALITY', 'positive'], ['fiyat', 'FOOD#PRICES', 'positive']]",Metin doğrudan ürünlerin lezzetli ve fiyatın uygun olduğunu söylüyor.
Geniş bahçesi ve terası ile bu lokasyona yakın arkadaşların yaz akşamlaında açık haavada nargile keyfi yapabilecekleri bir mekan.,"[('Geniş bahçesi ve terası', 'AMBIENCE#GENERAL', 'positive'), ('mekan', 'AMBIENCE#GENERAL', 'positive')]","[['Geniş bahçesi ve terası', 'AMBIENCE#GENERAL', 'positive'], ['mekan', 'AMBIENCE#GENERAL', 'positive']]",Review specifies large garden and terrace as positive for ambiance; 'mekan' also positive.
Geniş çay menüsü ve bence alelade demlenen çaylar.,"[('demlenen', 'DRINKS#STYLE_OPTIONS', 'negative'), ('çay menüsü', 'DRINKS#STYLE_OPTIONS', 'positive')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
Gençler ve ögrenciler için fiyatlari daha uygun tutmuslar.,"[('fiyatlari', 'RESTAURANT#PRICES', 'positive')]","[['fiyatlari', 'RESTAURANT#PRICES', 'positive']]","Fiyatların öğrenciler için uygun olduğu belirtilmiş, olumlu."
Geri kalan hersey tazeydi kayısı ve cevizle süslemeleri çok hoşuma gitti kahvaltıya fresh bir hava katmışlar.,"[('süslemeleri', 'SERVICE#GENERAL', 'positive'), ('kahvaltıya', 'SERVICE#GENERAL', 'positive')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
Gerçekten çok güzel bir konumda yer alıyor.,"[('konumda', 'LOCATION#GENERAL', 'positive')]","[['konum', 'RESTAURANT#GENERAL', 'positive']]","Review praises location; no specific location category, use RESTAURANT#GENERAL"
Getirilen patates kizartmasi için kullanilan yag kaçinci kere kullanilmissa üzerinde siyahlasmis yag kalintilari vardi ve patatesler birakin çitir olmayi hamur gibiydi.,"[('patates kizartmasi', 'FOOD#QUALITY', 'negative'), ('patatesler', 'FOOD#STYLE_OPTIONS', 'negative')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
Geçin allahaskina baska bir sürü yer var yenebilecek,"[('', 'RESTAURANT#GENERAL', 'negative')]","[['', 'RESTAURANT#GENERAL', 'negative']]","Negative sentiment toward restaurant overall, suggests not worth eating here."
Gidicekler simdiden dikkatli olsun.,"[('', 'RESTAURANT#GENERAL', 'negative')]","[['', 'RESTAURANT#GENERAL', 'negative']]",Uyarı cümlesi genel olumsuz izlenim veriyor.
Gidilebilecek iyi yerlerden birisi.,"[('yerlerden', 'RESTAURANT#GENERAL', 'positive')]","[['', 'RESTAURANT#GENERAL', 'positive']]",Review genel olarak restoranın iyi bir yer olduğunu belirtiyor.
Girerken böyle bir yerle karşılaşacağınızı tahmin etmiyorsunuz konumu nedeniyle.,"[('konumu', 'LOCATION#GENERAL', 'negative')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
Girip hava almak icin oturabilceginiz br yer.,"[('yer', 'AMBIENCE#GENERAL', 'positive')]","[['yer', 'AMBIENCE#GENERAL', 'positive']]","Review describes a pleasant place to sit and relax, supporting positive ambiance."
Guler yuz yok.,"[('Guler yuz', 'SERVICE#GENERAL', 'negative')]","[['Guler yuz', 'SERVICE#GENERAL', 'negative']]","Review only mentions lack of smiling face, directly negative for service."
Gurultulu ve aksam saatlerinde oldukca kalabalik oluyor.,"[('', 'AMBIENCE#GENERAL', 'negative')]","[['gurultulu', 'AMBIENCE#GENERAL', 'negative'], ['kalabalik', 'AMBIENCE#GENERAL', 'negative']]",Gürültü ve kalabalık olumsuz atmosfer oluşturuyor.
Guvecte yogurt ve salatayla iyi bir uclu oldu.,"[('Guvecte yogurt ve salatayla', 'FOOD#QUALITY', 'positive')]","[['Guvecte yogurt ve salatayla', 'FOOD#QUALITY', 'positive']]","Metin, guvecte yogurt ve salata ile oluşan üçlünün iyi olduğunu belirtiyor, bu da olumlu yemek kalitesini ifade eder."
Göksu'da gidilebilecek en hos cafelerden biri bence.,"[('cafelerden', 'RESTAURANT#GENERAL', 'positive')]","[['cafelerden biri', 'RESTAURANT#GENERAL', 'positive']]","Review calls it one of the nicest cafes in Göksu, indicating positive sentiment for overall restaurant."
Göksunun kenarında çok şirin bir yer.,"[('yer', 'AMBIENCE#GENERAL', 'positive')]","[['yer', 'AMBIENCE#GENERAL', 'positive']]","Review describes place as 'çok şirin', indicating positive ambiance."
Görselliğe pek önem vermedikleri aşikar yine de.,"[('Görselliğe', 'AMBIENCE#GENERAL', 'negative')]","[['Görselliğe', 'AMBIENCE#GENERAL', 'negative']]","Only aspect mentioned: lack of care for visuals, negative sentiment."
"Görülmesi gereken, kaliteli bir yer;)","[('yer', 'RESTAURANT#GENERAL', 'positive')]","[['yer', 'RESTAURANT#GENERAL', 'positive']]","Review praises restaurant as 'kaliteli' (quality), supporting positive sentiment for RESTAURANT#GENERAL."
"Gözleme yapan teyzeler de var bu yil, kumpir servisine de basladilar.","[('Gözleme', 'FOOD#STYLE_OPTIONS', 'positive')]","[['Gözleme', 'FOOD#STYLE_OPTIONS', 'neutral'], ['kumpir servisi', 'FOOD#STYLE_OPTIONS', 'neutral']]","Yeni ürünlerin eklendiğini belirtiyor, olumlu duygu ifade yok."
Güllüoğlu bu konuda uzman.,"[('Güllüoğlu', 'RESTAURANT#GENERAL', 'positive')]","[['Güllüoğlu', 'RESTAURANT#GENERAL', 'positive']]","Review states Güllüoğlu is an expert, implying positive sentiment about the restaurant."
Günün her saatinde gelinebilir.,"[('', 'RESTAURANT#GENERAL', 'positive')]","[['', 'RESTAURANT#GENERAL', 'positive']]","Metin, restoranın her saat uygun olduğunu belirtiyor, genel pozitif."
Güzel - Konum olarak çok keyifli bir yer degil ancak çalisirken ögle yemekleri için bazen gidiyoruz.,"[('Konum', 'LOCATION#GENERAL', 'negative'), ('ögle yemekleri', 'FOOD#QUALITY', 'positive')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
Güzel bir cafe ama maalesef hard rock değil.,"[('hard rock', 'AMBIENCE#GENERAL', 'negative'), ('cafe', 'RESTAURANT#GENERAL', 'positive')]","[['cafe', 'RESTAURANT#GENERAL', 'positive'], ['hard rock', 'AMBIENCE#GENERAL', 'negative']]","Mevcut etiketler uygun, cafe olumlu, hard rock olumsuz."
Güzel bir öğle yemeği molası.,"[('öğle yemeği', 'FOOD#QUALITY', 'positive')]","[['öğle yemeği molası', 'RESTAURANT#GENERAL', 'positive']]","Güzel describes overall lunch break experience, not food taste."
Güzel manzara ancak fiyat performans olarak mutfak yeterli değil.,"[('manzara', 'AMBIENCE#GENERAL', 'positive'), ('mutfak', 'FOOD#QUALITY', 'negative')]","[['manzara', 'AMBIENCE#GENERAL', 'positive'], ['mutfak', 'FOOD#QUALITY', 'negative']]","Manzara pozitif, mutfak fiyat/performans açısından yetersiz olduğu için negatif."
"Güzel manzara, yetersiz menü - Otagtepe'nin manzarasi çok güzel ancak ne yazik ki bu manzaraya uyacak bir menü zenginligi, yemek kalitesi yok.","[('manzara', 'AMBIENCE#GENERAL', 'positive'), (""Otagtepe'nin manzarasi"", 'AMBIENCE#GENERAL', 'positive'), ('yemek', 'FOOD#QUALITY', 'negative'), ('menü', 'FOOD#STYLE_OPTIONS', 'negative')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
Güzel yapıyorlar.,"[('', 'FOOD#QUALITY', 'positive')]","[['', 'FOOD#QUALITY', 'positive']]","Cümle yemek kalitesini övüyor, başka aspekt yok."
"Güzel, sik ve ferah bir ortami var.","[('ortami', 'AMBIENCE#GENERAL', 'positive')]","[['ortami', 'AMBIENCE#GENERAL', 'positive']]","Ortam için güzel, şık ve ferah ifadeleri olumlu."
Hafta sonu kahvaltısı için de gönül rahatlığıyla tercih edebileceğiniz bir mekan,"[('Hafta sonu kahvaltısı', 'FOOD#QUALITY', 'positive')]","[['Hafta sonu kahvaltısı', 'FOOD#QUALITY', 'positive']]","Review recommends the place for weekend breakfast, implying good quality."
Hafta sonu sabahlari ozellikle evli ve cocuklu ciftlerin kahvalti merkezi oluyor.,"[('kahvalti merkezi', 'RESTAURANT#GENERAL', 'neutral')]","[['kahvalti merkezi', 'RESTAURANT#GENERAL', 'neutral']]","Sadece restoranın kahvaltı merkezi olduğu belirtilmiş, duygu nötr."
"Haftasonu gezmeleri için de gidilebilir, aç kaldığınızda yemeğimi yiyip hemen kalkayım mantığında da gidebilirsiniz.","[('gidilebilir', 'RESTAURANT#GENERAL', 'positive')]","[['gidilebilir', 'RESTAURANT#GENERAL', 'positive']]",Review expresses positive general suitability for weekend outings or quick meals.
Halka açik olmasi ise son derece güzel.,"[('Halka açik olmasi', 'RESTAURANT#GENERAL', 'positive')]","[['Halka açik olmasi', 'RESTAURANT#GENERAL', 'positive']]","Metin sadece halka açık olmasını övüyor, bu da restoran genelinde pozitif."
Hamburgerini pek beğenmedim ama diğer yemekleri lezzetli olabilir belki.,"[('yemekleri', 'FOOD#QUALITY', 'positive'), ('Hamburgerini', 'FOOD#QUALITY', 'negative')]","[['Hamburgerini', 'FOOD#QUALITY', 'negative'], ['yemekleri', 'FOOD#QUALITY', 'neutral']]","Hamburger negative; 'diğer yemekleri lezzetli olabilir' (might be) is uncertain, so neutral."
Hamburgerleri vasat.,"[('Hamburgerleri', 'FOOD#QUALITY', 'neutral')]","[['Hamburgerleri', 'FOOD#QUALITY', 'negative']]","'Vasat' olumsuz anlam taşır, duyguyu negative olarak düzeltirim."
Hamburgerlerini seviyordum ama son deneyimim beni mutlu etmedi.,"[('Hamburgerlerini', 'FOOD#QUALITY', 'positive'), ('', 'RESTAURANT#GENERAL', 'negative')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
Hamur biraz fazla inceydi ve peynir daha bol olabilir.,"[('Hamur', 'FOOD#STYLE_OPTIONS', 'negative'), ('peynir', 'FOOD#STYLE_OPTIONS', 'negative')]","[['Hamur', 'FOOD#QUALITY', 'negative'], ['peynir', 'FOOD#QUALITY', 'negative']]","Hamur ince (negatif), peynir az (negatif)."
Hangi gün hangi saat gidilse kalabalıktan kurtulmak mümkün değil.,"[('kalabalıktan', 'AMBIENCE#GENERAL', 'negative')]","[['kalabalıktan', 'AMBIENCE#GENERAL', 'negative']]",Crowdedness is a negative aspect of ambiance; no other aspects mentioned.
Hani sizi keyifli sohbet ortamlari ile bütünlestiren ve ardindan damakta biraktigi Lezzet ile müdavimi yapan yerler vardir!,"[('sohbet ortamlari', 'AMBIENCE#GENERAL', 'positive'), ('Lezzet', 'FOOD#QUALITY', 'positive')]","[['sohbet ortamlari', 'AMBIENCE#GENERAL', 'positive'], ['Lezzet', 'FOOD#QUALITY', 'positive']]",Metinde 'keyifli sohbet ortamlari' (pozitif ambiyans) ve 'Lezzet' (pozitif yemek kalitesi) ifadeleri mevcut.
Happy hour icin vazgecilmez nokta.,"[('Happy hour', 'RESTAURANT#GENERAL', 'positive')]","[['Happy hour', 'RESTAURANT#GENERAL', 'positive']]","Review directly praises the spot for happy hour, indicating positive sentiment about the restaurant in that context."
Happy moon's ların yüz karası.,"[(""Happy moon's"", 'RESTAURANT#GENERAL', 'negative')]","[[""Happy moon's"", 'RESTAURANT#GENERAL', 'negative']]",Restoran genel olumsuz yorum.
"Hard Rock Cafe'de hiç sıra beklemeden oturmaya alışık değiliz ki biz, Avrupa veya Amerika'dakilerle aynı duyguyu vermiyor bu sebeple ama lezzet tabii yine aynı.","[('lezzet', 'FOOD#QUALITY', 'positive'), ('sıra', 'SERVICE#GENERAL', 'neutral')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
"Harika manzara, güzel lezzetler - Manzarasi ve yiyecekleri son derece güzel, her çesit yiyecek mevcut ve son derece lezzetli fiyatlari ise çok çok uygun.","[('yiyecekleri', 'FOOD#STYLE_OPTIONS', 'positive'), ('lezzetler', 'FOOD#QUALITY', 'positive'), ('manzara', 'AMBIENCE#GENERAL', 'positive'), ('fiyatlari', 'FOOD#PRICES', 'positive')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
Harikasiniz arkadaslar.,"[('', 'RESTAURANT#GENERAL', 'positive')]","[['', 'RESTAURANT#GENERAL', 'positive']]",Review is a general compliment to the restaurant staff.
Harikaydi...,"[('', 'RESTAURANT#GENERAL', 'positive')]","[['', 'RESTAURANT#GENERAL', 'positive']]","Sadece genel olumlu yorum var, başka aspect yok."
Hasan Kolcuoğlu çok pahalı diyemem ama hesap yüksek sayılır; ayrıca sözde açık ama aslında kapalı alanında sigara içiliyor.,"[('kapalı alanında', 'AMBIENCE#GENERAL', 'negative'), ('hesap', 'RESTAURANT#PRICES', 'negative')]",[],JSON_ERROR: Unterminated string starting at: line 2 column 30 (char 31)
Hatta sanirim hayatimda yedigim en lezzetli Tavuk Gögsü'nü yedim.,"[(""Tavuk Gögsü'nü"", 'FOOD#QUALITY', 'positive')]","[[""Tavuk Gögsü'nü"", 'FOOD#QUALITY', 'positive']]","Metin, Tavuk Gögsü'nün çok lezzetli olduğunu belirtiyor, mevcut etiket doğru."
Havuç dilimi ise aşırı yağlı ve şerbetli.,"[('Havuç dilimi', 'FOOD#QUALITY', 'negative')]","[['Havuç dilimi', 'FOOD#QUALITY', 'negative']]","Review states Havuç dilimi is aşırı yağlı ve şerbetli, clearly negative quality."
Havuç dilimi tatlı da denenebilir.,"[('Havuç dilimi tatlı', 'FOOD#QUALITY', 'positive')]","[['Havuç dilimi tatlı', 'FOOD#QUALITY', 'positive']]","Denenebilir ifadesi tatlıyı tavsiye ediyor, olumlu yorum."
Hayal kırıklığı,"[('', 'RESTAURANT#GENERAL', 'negative')]","[['', 'RESTAURANT#GENERAL', 'negative']]","Genel hayal kırıklığı, spesifik bir öge belirtilmemiş."
